Experiment.Accession,Experiment.Title,Organism.Name,Instrument,Submitter,Study.Accession,Study.Title,Sample.Accession,Sample.Title,Total.Size..Mb,Total.RUNs,Total.Spots,Total.Bases,Library.Name,Library.Strategy,Library.Source,Library.Selection
SRX8839407,RNA-seq of Oreocharis: young leaves,Aeschynanthus buxifolius,Illumina NovaSeq 6000,Chinese Academy of Sciences,SRP273966,Phylogenomic and Macroevolutionary Evidence for an Explosive Radiation of a Plant Genus in the Miocene,SRS7102667,,1750.64,1,18902599,5670779700,YLH825,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX8839399,RNA-seq of Oreocharis: young leaves,Cyrtandra kauaiensis,Illumina NovaSeq 6000,Chinese Academy of Sciences,SRP273966,Phylogenomic and Macroevolutionary Evidence for an Explosive Radiation of a Plant Genus in the Miocene,SRS7102658,,2137.17,1,22619194,6785758200,W109,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX8723729,GSM4669818: Phlu_ENV_F2; Phyllanthus luciliae; RNA-Seq,Phyllanthus luciliae,Illumina HiSeq 2000,GEO,SRP271679,Transcriptomic comparison between nickel hyperaccumulator and non-accumulator plant species from the Phyllanthus genus (Phyllanthaceae) from New Caledonia.,SRS6998881,,3386.38,1,29834253,5987190437,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8707269,RNA-Seq of Parkia platycephala: leaf samples from specimens cultivated in canga substrate,Parkia platycephala,NextSeq 500,Instituto Tecnologico Vale,SRP271274,Leaf transcriptome sequencing of two Fabaceae species growing in natural substrates and mining wastes,SRS6983847,,10421.23,1,75377499,22710597646,ITV10891,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8707257,RNA-Seq of Stryphnodendron pulcherrimum: leaf samples from specimens cultivated in canga substrate,Stryphnodendron pulcherrimum,NextSeq 500,Instituto Tecnologico Vale,SRP271274,Leaf transcriptome sequencing of two Fabaceae species growing in natural substrates and mining wastes,SRS6983835,,12812.84,1,91026716,27425403778,ITV10893,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8663297,RNA-seq of Rinorea bengalensis: seed,Rinorea bengalensis,Illumina NovaSeq 6000,The University of Queensland - Institute for Molec,SRP269864,Cyclic peptide diversity and biosynthesis of Rinorea bengalensis,SRS6944420,,10006.55,1,104911105,31473331500,R_ben_seed,RNA-Seq,TRANSCRIPTOMIC,Reduced Representation
SRX8567839,"Madhuca pasquieri plants sampled at five developmental stages, were used for single-molecule long-read sequencing (PacBio) and Illumina RNA sequencing",Madhuca pasquieri,Illumina HiSeq 4000,South China Agricultural University,SRP267710,"Madhuca pasquieri plants sampled at five developmental stages, with three biological replicates per stage, were used for single-molecule long-read sequencing (PacBio) and Illumina RNA sequencing.",SRS6860270,,2592.67,1,27193698,8158109400,TNL-2,RNA-Seq,TRANSCRIPTOMIC,RANDOM PCR
SRX8566018,RNA-seq of Bourreria ovata,Bourreria ovata,Illumina HiSeq 3000,Fudan Univerisity,SRP265566,Asterid phylogenomics/phylotranscriptomics uncover morphological evolutionary histories and phylogenetic placement for numerous whole genome duplications,SRS6858639,,1958.65,1,17440134,5232040200,L71,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8565982,RNA-seq of Prostanthera ovalifolia,Prostanthera ovalifolia,Illumina HiSeq 3000,Fudan Univerisity,SRP265566,Asterid phylogenomics/phylotranscriptomics uncover morphological evolutionary histories and phylogenetic placement for numerous whole genome duplications,SRS6858603,,2045.79,1,18311881,5493564300,L91,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8546952,RNA-seq of Roridula dentata,Roridula dentata,Illumina HiSeq 3000,Fudan Univerisity,SRP265566,Asterid phylogenomics/phylotranscriptomics uncover morphological evolutionary histories and phylogenetic placement for numerous whole genome duplications,SRS6840997,,2835,1,25176770,7553031000,L104,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8542419,RNA-seq of Natsiatopsis thunbergiifolia,Natsiatopsis thunbergiifolia,Illumina HiSeq 3000,Fudan Univerisity,SRP265566,Asterid phylogenomics/phylotranscriptomics uncover morphological evolutionary histories and phylogenetic placement for numerous whole genome duplications,SRS6837162,,3176.38,1,25411963,7623588900,ZCF4659,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8542372,RNA-seq of Platea parvifolia,Platea parvifolia,Illumina HiSeq 3000,Fudan Univerisity,SRP265566,Asterid phylogenomics/phylotranscriptomics uncover morphological evolutionary histories and phylogenetic placement for numerous whole genome duplications,SRS6837115,,1108.69,1,10303355,3091006500,ZCF4416,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8540374,RNA-seq of Sinojackia huangmeiensis,Sinojackia huangmeiensis,Illumina HiSeq 3000,Fudan Univerisity,SRP265566,Asterid phylogenomics/phylotranscriptomics uncover morphological evolutionary histories and phylogenetic placement for numerous whole genome duplications,SRS6835176,,3070.57,1,26316894,7947701988,ZY321,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8507275,"RNA-Seq of barberry: unnormalized library from leaves infected by CYR32 at 3 dpi, replicate 2",Berberis shensiana,Illumina HiSeq 4000,Northwest A&F University,SRP266571,Transcriptome comparison for wheat stripe rust fungus during the infeciton of wheat and barberry,SRS6805909,,11966.73,1,93671419,28101425700,B32_UN_3DPI_2,RNA-Seq,TRANSCRIPTOMIC,RT-PCR
SRX8343316,GSM4553457: pSUC2-12GP2-2; Prunus domestica; RNA-Seq,Prunus domestica,Illumina HiSeq 2000,GEO,SRP261667,Phloem and non-phloem associated translatomes during plum pox virus infection in Prunus domestica L. II,SRS6661240,,6440.2,1,52385553,15715665900,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8249557,GSM4516512: RNA-Seq sample; Nesocodon mauritianus; RNA-Seq,Nesocodon mauritianus,Illumina HiSeq 2500,GEO,SRP260097,A coordinated pathway for the synthesis of a novel blood-red pigment in a Mauritian nectar.,SRS6597036,,976.86,1,8695417,2191245084,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8210821,RNA-Seq of Rhamnus heterophylla,Rhamnus heterophylla,Illumina HiSeq 4000,"Xian Botanical Garden of Shaanxi Province,Institut",SRP259264,Illumina transcriptome of Rhamnus heterophylla.,SRS6570954,,2067.52,1,23533954,7060186200,XABG-D1,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8161358,GSM4491601: CK3-rep3; Phyllostachys violascens; RNA-Seq,Phyllostachys violascens,Illumina NovaSeq 6000,GEO,SRP258039,Transcriptome analysis of Lei bamboo (Phyllostachys violascens) shoots during postharvest cold storage,SRS6523097,,2974.22,1,33569587,10070876100,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8141362,RNA-Seq of cucurbits,Neoalsomitra sarcophylla,Illumina HiSeq 3000,Fudan University,SRP257475,Phylogeny of Cucurbitaceae,SRS6504367,,3603.95,1,30856130,9318551260,XWB13165,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8141359,RNA-Seq of cucurbits,Momordica rostrata,Illumina HiSeq 3000,Fudan University,SRP257475,Phylogeny of Cucurbitaceae,SRS6504364,,3536.65,1,28946050,8683815000,XWB13109,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8141318,RNA-Seq of cucurbits,Gerrardanthus macrorhizus,Illumina HiSeq 3000,Fudan University,SRP257475,Phylogeny of Cucurbitaceae,SRS6504323,,3266.31,1,26900894,8070268200,XWB13110,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8141317,RNA-Seq of cucurbits,Gerrardanthus lobatus,Illumina HiSeq 3000,Fudan University,SRP257475,Phylogeny of Cucurbitaceae,SRS6504322,,2665.18,1,21697031,6552503362,XWB13681,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX8141282,RNA-Seq of cucurbits,Cephalopentandra ecirrhosa,Illumina HiSeq 3000,Fudan University,SRP257475,Phylogeny of Cucurbitaceae,SRS6504287,,2102.41,1,23727714,7165769628,GJ135,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX7891289,Pitaya peel transcriptome,Selenicereus megalanthus,Illumina HiSeq 2500,South China Agricultural University,SRP252306,Pitaya (yellow peel-white pulp) transcriptome,SRS6300528,,3296.9,1,30230641,9069192300,Color_1,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX7780529,Irrigated H. serratifolius - Individual 3,Handroanthus serratifolius,Illumina HiSeq 2000,Collevatti Lab,SRP250319,Different responses to drought in Neotropical trees,SRS6197244,,2882.68,1,38114087,7622817400,ser-irr3,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX7780129,Deficit H. ochraceus - Individual 2,Handroanthus ochraceus,Illumina HiSeq 2000,Collevatti Lab,SRP250319,Different responses to drought in Neotropical trees,SRS6196856,,1646.46,1,22147466,4429493200,och-def2,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX7615833,RNA-seq of pooled Paeonia ludlowii developing seeds,Paeonia ludlowii,Illumina HiSeq 4000,Fudan University,SRP243869,Tree peony Transcriptome,SRS6049137,,4085.04,1,36815152,11044545600,Pl-all,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT
SRX7574423,RNA-seq of Aphanamixis polystachya: salicylic acid treated,Aphanamixis polystachya,Illumina HiSeq 2000,University of Kerala,SRP242067,Phytochemical analysis and gene expression profiling in Aphanamixis polystachya (Wall.) Parker,SRS6004092,,4384.16,1,41239773,11298809029,Aphanamixis polystachya treated,RNA-Seq,TRANSCRIPTOMIC,other
SRX7503023,Nitraria roborowskii Kom. germination stage,Nitraria roborowskii,Illumina HiSeq 4000,Gansu Agricultural University,SRP239516,Cynomorium songaricum Raw sequence reads,SRS5944240,,2705.61,1,28122210,8436663000,NrGMS-1,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT
SRX7142676,Camellia fascicularis,Camellia fascicularis,Illumina HiSeq 2000,southwest forestry university,SRP230029,Development and characterization of EST-SSR markers for Camellia fascicularis (Theaceae),SRS5650709,,3384.34,1,28525918,8557775400,xpy01,RNA-Seq,TRANSCRIPTOMIC,PCR
SRX7016407,RNA-Seq of Buddleja alternifolia [flower],Buddleja alternifolia,HiSeq X Ten,Ori-Gene Co. Ltd.,SRP226130,Buddleja alternifolia isolate:LA-IB0 Genome sequencing and assembly,SRS5537879,,2636.39,1,27782794,8334838200,rna-Ba-hua,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX6887857,Transcriptome analysis of Paulownia catalpifolia,Paulownia catalpifolia,HiSeq X Ten,Paulownia R&D Center of State Administration of Fo,SRP222946,Transcriptome of Paulownia catalpifolia under drought stress,SRS5420955,,2732.88,1,27272519,8181755700,1,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX6863247,RNA-seq of Zhejiang,Vitis bryoniifolia,Illumina NovaSeq 6000,"Institute of Botany, the Chinese Academy of Scienc",SRP222156,Grape transcriptomes at germplasm level reveal new insights into non-climacteric fruit ripening,SRS5400940,,2623.46,1,19370315,3912803630,W09R_1,RNA-Seq,TRANSCRIPTOMIC,RANDOM PCR
SRX6797852,flower bud transcriptome of species in Lauraceae,Cinnamomum burmanni,Illumina NovaSeq 6000,Chinese Academy of Forestry,SRP220207,laurel family (Lauraceae) Transcriptome,SRS5339665,,2608.28,1,27950743,8385222900,YX1,RNA-Seq,TRANSCRIPTOMIC,PolyA
ERX3508815,Illumina HiSeq 2000 paired end sequencing,Cistus inflatus,Illumina HiSeq 2000,Department of Biological Sciences,ERP023948,1000 Plant (1KP) Transcriptomes: The Remaining Data,ERS3670322,,2220.07,1,17191845,3094532100,unspecified,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX6587682,TPF,Paeonia suffruticosa,Illumina HiSeq X Ten,Shanghai Chenshan Botanical Garden,SRP216332,Paeonia suffruticosa Raw sequence reads,SRS5153117,,23870.38,1,238586052,71575815600,1,RNA-Seq,TRANSCRIPTOMIC,PCR
SRX5908106,GSM3820419: pSUC2_PPV_12wk_3; Prunus domestica; RNA-Seq,Prunus domestica,Illumina HiSeq 2000,GEO,SRP199636,Phloem and non-phloem associated translatomes during plum pox virus infection in Prunus domestica L.,SRS4827364,,6440.2,1,52385553,15715665900,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX5717002,Leaf transcriptome of Camellia leptophylla (MO),Camellia leptophylla,Illumina HiSeq 2500,Anhui Agricultural University,SRP193250,Leaf transcriptome sequencing of genus Camellia,SRS4655494,,2263.05,1,20569267,6170780100,Camellia leptophylla (MO),RNA-Seq,TRANSCRIPTOMIC,PCR
SRX5717000,Leaf transcriptome of Camellia angustifolia (XA),Camellia angustifolia,Illumina HiSeq 2500,Anhui Agricultural University,SRP193250,Leaf transcriptome sequencing of genus Camellia,SRS4655492,,2256.97,1,20761028,6228308400,Camellia angustifolia (XA),RNA-Seq,TRANSCRIPTOMIC,PCR
SRX5716998,Leaf transcriptome of Camellia parvisepala (XE),Camellia parvisepala,Illumina HiSeq 2500,Anhui Agricultural University,SRP193250,Leaf transcriptome sequencing of genus Camellia,SRS4655490,,2252.87,1,20412122,6123636600,Camellia parvisepala (XE),RNA-Seq,TRANSCRIPTOMIC,PCR
SRX5716996,Leaf transcriptome of Camellia pubescens (RC),Camellia pubescens,Illumina HiSeq 2500,Anhui Agricultural University,SRP193250,Leaf transcriptome sequencing of genus Camellia,SRS4655488,,2216.79,1,20083859,6025157700,Camellia pubescens (RC),RNA-Seq,TRANSCRIPTOMIC,PCR
SRX5716995,Leaf transcriptome of Camellia atrothea (LH),Camellia atrothea,Illumina HiSeq 2500,Anhui Agricultural University,SRP193250,Leaf transcriptome sequencing of genus Camellia,SRS4655487,,2249.47,1,20360687,6108206100,Camellia atrothea (LH),RNA-Seq,TRANSCRIPTOMIC,PCR
SRX5502495,RNA-Seq of Acer yangbiense (Stem),Acer yangbiense,HiSeq X Ten,Chinese Academy of Sciences,SRP188058,Acer yangbiense Genome sequencing and assembly,SRS4471144,,2751.39,1,29165229,8749568700,rna-jing,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX5108009,RNA-Seq of Ostrya rehderiana: adult Phloem,Ostrya rehderiana,Illumina HiSeq 2000,Lanzhou University,SRP172910,Ostrya rehderiana Raw sequence reads,SRS4117490,,3196.1,1,24834442,4470199560,Ostrya_rehderiana_Phloem,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX4742026,RNA-seq of Eriosyce wagenknechtii: shoot,Eriosyce wagenknechtii,Illumina HiSeq 2500,University of Michigan,SRP162684,Evolution of Portulacineae marked by gene tree conflict and gene family exmpasion associated with adaptation to harsh environments,SRS3823341,,2849.6,1,24005885,6049483020,Run_1724_Sample_72931,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX4742007,RNA-seq of Opuntia arenaria: apical meristem + young spine,Opuntia arenaria,Illumina HiSeq 4000,University of Michigan,SRP162684,Evolution of Portulacineae marked by gene tree conflict and gene family exmpasion associated with adaptation to harsh environments,SRS3823320,,3805.76,1,35207489,10632661678,Run_1565_Sample_61538,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX4742002,RNA-seq of Matucana aurantiaca: shoot,Matucana aurantiaca,Illumina HiSeq 2500,University of Michigan,SRP162684,Evolution of Portulacineae marked by gene tree conflict and gene family exmpasion associated with adaptation to harsh environments,SRS3823316,,3706.49,1,29270898,7376266296,Run_1724_Sample_72919,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX4742001,RNA-seq of Stenocereus yunckeri: shoot,Stenocereus yunckeri,Illumina HiSeq 2500,University of Michigan,SRP162684,Evolution of Portulacineae marked by gene tree conflict and gene family exmpasion associated with adaptation to harsh environments,SRS3823314,,2657.53,1,21864113,5509756476,Run_1724_Sample_72923,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX4741993,RNA-seq of Tacinga lilae (Opuntia lilae): shoot,Opuntia lilae,Illumina HiSeq 2500,University of Michigan,SRP162684,Evolution of Portulacineae marked by gene tree conflict and gene family exmpasion associated with adaptation to harsh environments,SRS3823305,,4029.29,1,32793460,8263951920,Run_1724_Sample_72913,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX4737345,CRMN,Pelargonium radula,Illumina MiSeq,Universiti Malaysia Pahang,SRP162541,Pelargonium radula isolate:Leaves Transcriptome or Gene expression,SRS3819410,,940.75,1,7176043,1832643948,CRMN,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX4706036,RNAseq of Pritchardia schattaueri : leaves,Pritchardia schattaueri,Illumina HiSeq 4000,University of Oxford,SRP161953,RNA sequencing of multiple species from multiple genera,SRS3791796,,1458.79,1,26466459,3969968850,BN528_RNAseq,RNA-Seq,TRANSCRIPTOMIC,PolyA
SRX4706014,RNAseq of Pritchardia glabrata : leaves,Pritchardia glabrata,Illumina HiSeq 4000,University of Oxford,SRP161953,RNA sequencing of multiple species from multiple genera,SRS3791774,,1503.67,1,27083611,4062541650,BN529_RNAseq,RNA-Seq,TRANSCRIPTOMIC,PolyA
SRX4706011,RNAseq of Argyranthemum frutescens : leaves,Argyranthemum frutescens,Illumina HiSeq 4000,University of Oxford,SRP161953,RNA sequencing of multiple species from multiple genera,SRS3791808,,1687.99,1,32309774,4846466100,BN430_RNAseq,RNA-Seq,TRANSCRIPTOMIC,PolyA
SRX4705992,RNAseq of Argyranthemum maderense : leaves,Argyranthemum maderense,Illumina HiSeq 4000,University of Oxford,SRP161953,RNA sequencing of multiple species from multiple genera,SRS3791754,,1701.43,1,32346929,4852039350,BN343_RNAseq,RNA-Seq,TRANSCRIPTOMIC,PolyA
SRX4705991,RNAseq of Argyranthemum haovarytheum : leaves,Argyranthemum haouarytheum,Illumina HiSeq 4000,University of Oxford,SRP161953,RNA sequencing of multiple species from multiple genera,SRS3791753,,1613.79,1,30955027,4643254050,BN342_RNAseq,RNA-Seq,TRANSCRIPTOMIC,PolyA
SRX4705990,RNAseq of Argyranthemum tenerifae : leaves,Argyranthemum tenerifae,Illumina HiSeq 4000,University of Oxford,SRP161953,RNA sequencing of multiple species from multiple genera,SRS3791752,,2076.3,1,39879513,5981926950,BN426_RNAseq,RNA-Seq,TRANSCRIPTOMIC,PolyA
SRX4705989,RNAseq of Argyranthemum sventenii : leaves,Argyranthemum sventenii,Illumina HiSeq 4000,University of Oxford,SRP161953,RNA sequencing of multiple species from multiple genera,SRS3791751,,1594.21,1,30681140,4602171000,BN344_RNAseq,RNA-Seq,TRANSCRIPTOMIC,PolyA
SRX4671881,2,Tetraena mongolica,Illumina HiSeq 4000,Minzu University of China,SRP161551,Tetraena mongolica Genome sequencing,SRS3766588,,4496.75,1,37131984,11139595200,2,RNA-Seq,TRANSCRIPTOMIC,RT-PCR
SRX4658280,RNA-SEQ OF BARLERIA STELLATO-TOMENTOSA: LEAF TISSUE,Barleria stellatotomentosa,Illumina HiSeq 4000,"California State University, Long Beach",SRP159955,Phylogenetic Framework of the Plant Family Acanthaceae,SRS3753726,,5313.56,1,43640293,8728058600,BarST,RNA-Seq,TRANSCRIPTOMIC,PCR
SRX4310670,Bark,Boswellia serrata,Illumina HiSeq 4000,CSIR-Central Institute of Medicinal and Aromatic P,SRP151398,Illumina NextSeq500 sequencing and analysis of leaf and bark transcriptomes of Boswellia serrata.,SRS3469885,,5224.12,1,45621489,13686446700,Bark,RNA-Seq,TRANSCRIPTOMIC,PCR
SRX4261240,GSM3208127: Lhav_Ni_F; Leucocroton havanensis; RNA-Seq,Leucocroton havanensis,Illumina HiSeq 2000,GEO,SRP150931,Transcriptomic comparison between nickel hyperaccumulator and non-accumulator plant species from the Leucocroton and Lasiocroton genus (Euphorbiaceae)  from Cuba,SRS3439686,,6488.67,1,52959223,10569836210,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX4137268,GSM3164112: Cj2R3 [RNA-seq]; Citrus junos; RNA-Seq,Citrus junos,HiSeq X Ten,GEO,SRP149273,Comprehensive analysis of transcriptomes reveals insight into the tolerance of Ziyang xiangcheng (Citrus junos Sieb. ex Tanaka) to alkaline stress,SRS3351160,,3271.34,1,25884060,7747625290,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX3988964,Isolation and characterization of microsatellite loci for Rhododendron shanii (Ericaceae),Rhododendron shanii,Illumina HiSeq 3000,Anhui University,SRP142333,Raw sequences of Rhododendron shanii,SRS3213481,,4973.17,1,45572518,13671755400,DJ-1,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX3973568,RNA-seq of a pool of RNA from young leaves and  young buds,Grevillea juniperina,Illumina HiSeq 2000,Institute of Plant Sciences Paris-Saclay,SRP141177,Grevillea floral transcriptome,SRS3199050,,24096.64,1,186060539,36682587235,floral,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT
SRX3755195,RNA-seq expression panel in various tissues of Rosa wichurana and rose cultivar  Yesterday,Rosa lucieae,Illumina HiSeq 3000,"Research Institute for Agriculture, Fisheries and ",SRP133785,RNA-seq expression panel in various tissues of Rosa wichurana and rose cultivar 'Yesterday',SRS3011095,,3190.06,1,26049848,7867054096,Rw_root,RNA-Seq,TRANSCRIPTOMIC,PolyA
SRX3746797,Genome duplication in Caryophyllales,Eremogone hookeri,Illumina HiSeq 2500,"University of Michigan, Ann Arbor",SRP133581,Stranded transcriptome sequencing from 43 species across the plant order Caryophyllales,SRS3003211,,3659.97,1,29714035,7487936820,AP35665,RNA-Seq,TRANSCRIPTOMIC,unspecified
SRX3526905,Phylogenomics of Caryophyllales: Eriogonum arcuatum,Eriogonum arcuatum,Illumina HiSeq 2500,University of Michigan,SRP127816,phylotranscriptomic analysis of Caryophyllales,SRS2802621,,3530.38,1,27203485,6855278220,MJM2215,RNA-Seq,TRANSCRIPTOMIC,unspecified
SRX3509981,JinhuaTrans,Camellia nitidissima,Illumina HiSeq 2500,Research Institute of Subtropical Forestry,SRP127373,Camellia chuongtsoensis Transcriptome or Gene expression,SRS2787413,,4454.83,1,49196318,12299079500,JinhuaTrans,RNA-Seq,TRANSCRIPTOMIC,PCR
SRX3469545,Pandanus_utilis,Pandanus utilis,Illumina HiSeq 2000,Fudan University,SRP126709,whole genome duplications in anggiosperms,SRS2757001,,2115.69,1,15894332,3210655064,Pandanus_utilis,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX3380121,DS-1,Prunus glandulosa,Illumina HiSeq 2500,Shanxi Agricultural University,SRP124703,Comparative transcriptome analysis of Cerasus humilis (Bge.) Sok and Cerasus glandulosa (Thunb.) Lois,SRS2676211,,3333.51,1,27484217,4947159060,library_2,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX3348991,Paeonia qiui   RNA-seq,Paeonia qiui,Illumina HiSeq 4000,Northwest A and F University,SRP123262,Paeonia qiui Raw sequence reads,SRS2652553,,10328.36,1,92107128,27632138400,,RNA-Seq,TRANSCRIPTOMIC,size fractionation
SRX3315488,Transcriptom of Lycium barbarum,Lycium barbarum,Illumina HiSeq 4000,Ningxia Forestry Institute,SRP120938,Lycium barbarum Raw sequence reads,SRS2621243,,8176.67,1,76272338,22881701400,State Key Laboratory of Seedling Bioengineering,RNA-Seq,TRANSCRIPTOMIC,PolyA
SRX3289924,seed transcriptome,Elaeagnus mollis,Illumina HiSeq 2000,Northwest A&F University,SRP120068,Elaeagnus mollis seeds Raw sequence reads,SRS2599235,,2997.74,1,27616825,8285047500,seeds,RNA-Seq,TRANSCRIPTOMIC,cDNA
ERX2099289,Illumina HiSeq 2000 paired end sequencing,Schiedea membranacea,Illumina HiSeq 2000,Department of Biological Sciences,ERP023948,1000 Plant (1KP) Transcriptomes: The Remaining Data,ERS1829294,,1719.77,1,14817123,2667082140,unspecified,RNA-Seq,TRANSCRIPTOMIC,cDNA
ERX2099207,Illumina Genome Analyzer II paired end sequencing,Grevillea robusta,Illumina Genome Analyzer II,Department of Biological Sciences,ERP023948,1000 Plant (1KP) Transcriptomes: The Remaining Data,ERS1829212,,930.63,1,12979371,1920946908,unspecified,RNA-Seq,TRANSCRIPTOMIC,cDNA
ERX2081113,Illumina HiSeq 2000 paired end sequencing,Bauhinia variegata,Illumina HiSeq 2000,,ERP023539,Three Bauhinia species transcriptome sequence data,ERS1788985,,1910.5,1,27198718,5439743600,D,RNA-Seq,TRANSCRIPTOMIC,RT-PCR
SRX2870912,RNA-seq of Herrania umbratica: open flowers,Herrania umbratica,Illumina HiSeq 2500,"Mars, Incorporated",SRP104516,Herrania umbratica cultivar:Fairchild Genome sequencing and assembly,SRS2149226,,15152.88,1,120095662,36028698600,USR16080867.2,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX2866612,RNA-seq pool of Nebbiolo clone CVT 71,Vitis vinifera,Illumina HiSeq 1000,University of Verona,SRP108201,Vitis vinifera cultivar:Nebbiolo Transcriptome or Gene expression,SRS2237022,,26167.38,1,208880817,42193925034,Nebbiolo_CVT71_RNAseq_PE100X2_stranded,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX2855098,transcriptome sequencing of Rhododendron rex,Rhododendron rex,Illumina HiSeq 4000,Yunnan university,SRP108011,Rhododendron rex Raw sequence reads,SRS2225851,,3466.66,1,30323960,9157835920,,RNA-Seq,TRANSCRIPTOMIC,PCR
SRX2719636,RNA-seq of Leucaena pallida: seedling,Leucaena pallida,Illumina HiSeq 2500,New Mexico State University,SRP103311,Leucaena interspecific transcriptome study,SRS2110166,,5390.45,1,40314482,8143525364,Pallid_RNA_RNA_seq,RNA-Seq,TRANSCRIPTOMIC,Reduced Representation
SRX2589083,Analysis of differentially expressed genes and adaptive mechanisms of Prunus triloba Lindl. under alkaline stress,Prunus triloba,Illumina HiSeq 2500,Sichuan Agricultural University,SRP098782,Prunus triloba Raw sequence reads,SRS2001975,,3094.91,1,37936826,9484206500,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX2479800,De novo assembly and transcriptome sequencing of Aloe vera root sample,Aloe vera,Illumina HiSeq 2500,Guru Jambheshwar University of Science and Technol,SRP096304,De novo assembly and transcriptome sequencing of Aloe vera for the retrieval of putative genes of secondary metabolism,SRS1910758,,5802.26,1,51078070,14868243650,root_rnaseq,RNA-Seq,TRANSCRIPTOMIC,RANDOM PCR
SRX2468784,RNA-seq from leaves of Westringia fruticosa,Westringia fruticosa,Illumina HiSeq 2500,Michigan State University,SRP096180,Sequencing of plant species from the Lamiales,SRS1901087,,3606.83,1,29105333,8731599900,MINT_BH,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX2393699,RNA-Seq of plum cultivar Hollywood,Prunus cerasifera,Illumina HiSeq 2000,Seoul National University,SRP063632,Prunus Transcriptome or Gene expression,SRS1835059,,2336.62,1,17854480,3606604960,Hollywood,RNA-Seq,TRANSCRIPTOMIC,PolyA
SRX2320775,Periploca sepium Bunge Transcriptome sequencing and assembly,Periploca sepium,Illumina HiSeq 2500,Tianjin University of Science and Technology,SRP092449,"transcriptomes of roots, leaves, adventitious roots and callus from Periploca sepium",SRS1777033,,729.92,1,9024804,1823010408,PRJNA352105SAMN05967206,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX1837148,RNAseq of japanese plum cultivar Lamoon,Prunus salicina,Illumina HiSeq 2000,Pontificia Universidad Católica de Chile,SRP076381,Prunus salicina Raw sequence reads,SRS1496557,,5488.49,1,42702363,8625877326,Lamoon,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX1834917,Argyranthemum broussonetii RNAseq,Argyranthemum broussonetii,Illumina MiSeq,University of Southampton,SRP076328,"Argyranthemum broussonetii, Descurainia bourgaeana and Echium wildpretii Raw sequence reads",SRS1494282,,1334.69,1,3950166,2377999932,A.b_RNAseq,RNA-Seq,TRANSCRIPTOMIC,cDNA
